,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
9469,Elverta,CA,Sacramento,95626,38.73299,-121.46799999999999,6335,Urban,America/Los_Angeles,Database administrator,4,21,10719.01,Married,Female,No,8.474787,8,1,0,Yes,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,No,No,No,No,No,Credit Card (automatic),54.20972,104.9923,4824.822478,2,3,2,3,4,4,4,1
9470,Leesburg,OH,Highland,45135,39.346070000000005,-83.54426,4705,Suburban,America/New_York,"Solicitor, Scotland",1,39,74220.0,Separated,Female,No,11.27164,11,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),49.618159999999996,242.6281,4764.450406,4,5,4,3,3,3,5,4
9471,Mc Donald,OH,Trumbull,44437,41.15582,-80.73122,4406,Urban,America/New_York,Electrical engineer,2,52,16465.53,Separated,Male,No,12.740039999999999,7,1,0,No,One year,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Mailed Check,64.04466,129.9483,5958.960225,3,3,3,4,2,2,4,4
9472,Guatay,CA,San Diego,91931,32.84637,-116.5577,496,Urban,America/Los_Angeles,"Research officer, trade union",7,82,76807.33,Divorced,Male,No,8.086307000000001,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Electronic Check,51.51251,204.96099999999998,4810.093397,4,4,4,4,4,4,3,4
9473,Mc Farlan,NC,Anson,28102,34.81446,-79.97457,68,Rural,America/New_York,Best boy,4,72,36886.47,Separated,Female,No,13.687370000000001,12,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),53.44438,275.1198,5053.249434,5,4,5,3,4,4,3,3
9474,Austin,TX,Travis,78744,30.18277,-97.7292,48969,Rural,America/Chicago,Automotive engineer,1,76,55843.59,Never Married,Female,No,8.279436,15,1,0,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),56.223780000000005,129.9483,5161.60863,3,3,2,3,4,3,3,2
9475,Belva,WV,Nicholas,26656,38.26455,-81.16351999999999,323,Urban,America/New_York,Freight forwarder,2,55,16545.07,Divorced,Male,Yes,13.90412,22,0,0,Yes,Month-to-month,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Electronic Check,47.486990000000006,210.1051,4943.554958,2,2,3,4,4,2,2,3
9476,Phoenix,MD,Baltimore,21131,39.504670000000004,-76.57373,7456,Urban,America/New_York,Museum/gallery curator,0,28,78087.75,Never Married,Nonbinary,No,11.44544,11,0,1,No,One year,Yes,No,None,Yes,No,Yes,Yes,No,No,No,No,No,Mailed Check,71.06048,104.9923,6055.61999,3,5,4,4,3,4,4,4
9477,Lima,IL,Adams,62348,40.1876,-91.36729,166,Rural,America/Chicago,"Psychologist, sport and exercise",1,34,47077.88,Divorced,Male,No,10.28962,12,1,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),61.54459,257.6375,6284.948965,2,2,2,4,2,3,3,2
9478,Hiram,OH,Portage,44234,41.33497,-81.15756,4177,Rural,America/New_York,Media planner,0,74,20882.6,Separated,Female,No,10.78887,12,0,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,Yes,Yes,No,No,Electronic Check,60.09935,119.9897,5116.646122,4,5,4,3,4,3,4,3
9479,Danville,AR,Yell,72833,35.0222,-93.47501,4216,Rural,America/Chicago,Theatre director,0,81,29711.23,Separated,Male,No,12.46556,8,1,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,Credit Card (automatic),61.29211,149.9483,5163.277727000001,5,4,3,2,5,5,4,4
9480,Newmanstown,PA,Lebanon,17073,40.30318,-76.25604,5639,Rural,America/New_York,"Administrator, sports",0,61,44457.68,Divorced,Male,No,10.880360000000001,14,2,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,66.47483000000001,127.4601,6000.414945,4,5,4,1,4,3,3,5
9481,Desha,AR,Independence,72527,35.73989,-91.68503,714,Rural,America/Chicago,Database administrator,9,39,36072.22,Married,Male,No,4.452309,14,1,1,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Mailed Check,66.82160999999999,222.6609,6471.718103,5,5,5,3,3,5,5,5
9482,Cleveland,NY,Oswego,13042,43.26755,-75.85561,2604,Rural,America/New_York,Herbalist,0,18,18703.92,Never Married,Male,No,9.760517,10,0,0,No,Month-to-month,Yes,Yes,None,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,71.99928,232.65200000000002,6745.439598000001,3,2,3,5,3,4,2,3
9483,The Plains,VA,Fauquier,20198,38.880340000000004,-77.75759000000001,2175,Rural,America/New_York,"Education officer, museum",4,78,13872.89,Never Married,Female,No,8.20146,15,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),67.74157,220.1323,6119.939852,3,4,3,3,3,2,3,3
9484,New Bavaria,OH,Henry,43548,41.185340000000004,-84.17511,587,Suburban,America/New_York,Field trials officer,3,51,75454.23,Married,Female,No,6.579744,11,5,1,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,64.95028,182.4608,5745.359728,3,3,4,5,4,4,3,5
9485,Huntington,WV,Cabell,25705,38.405609999999996,-82.36196,21825,Rural,America/New_York,Adult nurse,2,22,57901.36,Separated,Male,No,14.69873,11,0,0,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Credit Card (automatic),68.30856,184.9496,6572.634947,2,4,4,5,2,4,4,3
9486,Royalton,KY,Magoffin,41464,37.66765,-82.97331,635,Urban,America/New_York,"Engineer, production",0,72,82584.2,Married,Male,No,9.282642999999998,12,0,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,68.88449,169.9447,5882.516568,2,2,4,5,3,3,3,3
9487,Auburn,IA,Sac,51433,42.27619,-94.87114,548,Urban,America/Chicago,Patent attorney,1,83,58733.26,Married,Male,No,10.14357,13,1,2,Yes,One year,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Yes,Mailed Check,68.96928,182.4433,6390.767295000001,4,4,3,2,5,3,3,4
9488,Page,ND,Cass,58064,47.150659999999995,-97.61586,548,Suburban,America/Chicago,Economist,2,70,17906.48,Married,Female,No,7.2837570000000005,5,1,0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),58.862919999999995,212.6557,5445.4727920000005,5,3,3,3,6,3,3,2
9489,Davey,NE,Lancaster,68336,40.96396,-96.68805,537,Rural,America/Chicago,Building control surveyor,1,80,28492.27,Separated,Female,No,8.101706,18,1,0,No,One year,No,No,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),58.5608,114.9509,5233.838264999999,4,4,6,3,3,4,3,2
9490,Parker,PA,Clarion,16049,41.09663,-79.67256,2951,Suburban,America/New_York,Chiropodist,3,69,15885.02,Divorced,Male,Yes,7.054788,6,2,0,No,Month-to-month,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),57.922830000000005,235.1555,5921.839604,5,4,4,2,4,5,4,4
9491,Borup,MN,Norman,56519,47.16312,-96.48879000000001,232,Rural,America/Chicago,Sub,3,34,34642.75,Widowed,Male,Yes,10.81203,13,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),42.74753,212.6228,4730.053870000001,1,2,3,4,3,2,2,3
9492,El Indio,TX,Maverick,78860,28.4824,-100.295,23,Rural,America/Chicago,Site engineer,1,38,25125.45,Widowed,Female,Yes,10.522,12,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Electronic Check,54.87013,235.1417,5583.899513,4,4,4,4,2,4,4,5
9493,Middleburg,FL,Clay,32068,30.078940000000003,-81.88322,57226,Suburban,America/New_York,Community development worker,0,72,42723.32,Divorced,Male,No,14.7506,12,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Bank Transfer(automatic),55.74944,147.4738,4752.863118,2,2,2,3,4,1,1,3
9494,Lakeville,MA,Plymouth,2347,41.83127,-70.95914,11335,Rural,America/New_York,"Engineer, automotive",8,45,13399.38,Widowed,Female,No,8.986844999999999,10,0,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,No,No,Yes,No,Mailed Check,71.83314,117.4835,6378.988565,3,3,3,3,2,4,4,5
9495,Paradox,CO,Montrose,81429,38.31735,-108.8779,46,Urban,America/Denver,Animator,3,83,45244.55,Widowed,Male,No,10.30218,15,1,1,Yes,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Mailed Check,66.75045,192.4404,5857.937007,3,4,4,4,4,4,4,4
9496,New Laguna,NM,Cibola,87038,35.089459999999995,-107.4352,671,Suburban,America/Denver,Comptroller,0,88,20845.55,Married,Male,No,8.162504,13,3,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,43.01015,167.4564,3643.379954,3,4,3,3,4,3,3,4
9497,Moscow,AR,Jefferson,71659,34.143570000000004,-91.77587,80,Rural,America/Chicago,Environmental manager,0,30,74742.53,Separated,Female,No,10.0151,7,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),55.81802,194.9581,5071.720337,3,5,4,5,3,5,3,4
9498,Sarasota,FL,Sarasota,34232,27.326140000000002,-82.47241,34639,Rural,America/New_York,Water quality scientist,4,36,5951.1,Widowed,Nonbinary,No,5.72361,9,3,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Electronic Check,59.543730000000004,217.4702,5444.8257060000005,5,3,3,2,5,3,2,3
9499,Nacogdoches,TX,Nacogdoches,75961,31.561120000000003,-94.50001,15644,Suburban,America/Chicago,Theatre director,0,67,46323.88,Widowed,Female,No,14.20174,9,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Bank Transfer(automatic),51.43424,169.9447,4422.020076,3,3,3,2,4,3,2,2
9500,Leland,NC,Brunswick,28451,34.23767,-78.09331999999999,33435,Urban,America/New_York,Quantity surveyor,0,37,72185.15,Married,Female,No,5.15128,11,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),70.41272,172.4441,6101.79747,2,2,3,3,5,2,1,3
9501,Nicollet,MN,Nicollet,56074,44.32304,-94.20067,2027,Suburban,America/Chicago,Audiological scientist,0,67,37460.94,Never Married,Female,No,6.05702,14,0,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Credit Card (automatic),65.44538,204.9634,5749.199161,3,3,2,4,3,4,5,4
9502,Days Creek,OR,Douglas,97429,42.96835,-123.0635,838,Urban,America/Los_Angeles,Government social research officer,2,32,10570.54,Divorced,Female,Yes,9.554385,12,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),68.9536,255.1372,6406.812827000001,2,3,3,3,4,4,3,3
9503,Merrill,OR,Klamath,97633,42.03085,-121.5634,1220,Urban,America/Los_Angeles,Astronomer,0,40,50455.61,Divorced,Female,No,9.329676,14,0,0,No,One year,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,62.07809,142.4526,5893.413959,4,4,4,5,4,4,5,2
9504,Fairmont,WV,Marion,26554,39.46678,-80.11484,42011,Rural,America/New_York,Podiatrist,3,84,22688.87,Never Married,Male,No,7.670802,16,0,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,Yes,No,Yes,No,Credit Card (automatic),65.19899000000001,129.9926,5640.220209,4,4,5,3,5,4,4,3
9505,Arcadia,PA,Indiana,15712,40.790440000000004,-78.8479,207,Rural,America/New_York,"Accountant, chartered",2,66,97499.39,Separated,Female,No,10.90873,12,1,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),53.37805,125.0073,4535.472251,2,2,2,3,3,3,4,5
9506,Westminster,MD,Carroll,21158,39.64672,-77.0325,20929,Suburban,America/New_York,Mudlogger,0,79,56271.7,Divorced,Male,No,4.1932599999999995,10,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Electronic Check,64.94288,139.9568,5539.851767,1,1,2,4,3,4,2,3
9507,Campbell,CA,Santa Clara,95008,37.27968,-121.955,46513,Suburban,America/Los_Angeles,"Designer, industrial/product",1,85,58485.86,Married,Male,No,9.208571000000001,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),48.31275,204.9634,4364.2115890000005,4,4,3,4,3,5,4,4
9508,Retsof,NY,Livingston,14539,42.8345,-77.8748,171,Suburban,America/New_York,"Engineer, production",4,36,31975.58,Never Married,Female,No,13.92475,7,1,1,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,55.870369999999994,212.6415,5702.76012,5,3,4,5,2,5,3,4
9509,Mableton,GA,Cobb,30126,33.81592,-84.55204,41665,Suburban,America/New_York,Environmental manager,1,44,20943.07,Never Married,Female,No,10.81583,11,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Electronic Check,53.28955,142.5007,5084.625994,4,4,5,3,3,5,4,4
9510,Mannford,OK,Creek,74044,36.09463,-96.38258,7354,Suburban,America/Chicago,"Administrator, Civil Service",1,30,52859.9,Widowed,Male,No,10.78449,17,0,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),63.05783,169.9447,5573.580119,3,4,3,5,3,3,4,2
9511,Huntington Beach,CA,Orange,92648,33.68244,-118.0125,46890,Rural,America/Los_Angeles,Insurance risk surveyor,2,27,9373.48,Never Married,Male,No,11.281989999999999,10,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Credit Card (automatic),62.28135,127.4738,5910.676012,3,3,1,2,6,3,3,1
9512,Eight Mile,AL,Mobile,36613,30.811770000000003,-88.18099000000001,13475,Rural,America/Chicago,"Engineer, manufacturing",3,68,41508.2,Never Married,Male,No,7.763803,14,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,68.20701,169.9378,5953.612372,3,3,2,3,4,3,5,3
9513,Canalou,MO,New Madrid,63828,36.750370000000004,-89.69183000000001,215,Rural,America/Chicago,"Surveyor, building",2,62,27419.68,Divorced,Male,No,11.95052,11,1,1,Yes,Two Year,No,No,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),48.241479999999996,187.6422,4479.265023,3,2,4,3,4,3,4,3
9514,East Otis,MA,Berkshire,1029,42.19632,-73.04836,651,Rural,America/New_York,"Engineer, technical sales",0,38,13133.52,Divorced,Male,No,8.489094999999999,10,0,1,Yes,Month-to-month,No,No,None,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,58.66601,104.9629,5084.758938,4,2,5,2,4,3,4,2
9515,Britton,MI,Lenawee,49229,41.98679,-83.82831999999999,3373,Urban,America/Detroit,Magazine features editor,2,31,11730.68,Married,Female,No,7.049572,11,2,2,No,Month-to-month,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,64.19478000000001,184.967,5758.699624,2,3,3,3,4,3,3,3
9516,Waynesboro,MS,Wayne,39367,31.67902,-88.66747,14985,Suburban,America/Chicago,Risk manager,1,38,30926.53,Never Married,Male,No,9.154382,8,0,1,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,Electronic Check,47.79913,169.9741,4305.698234,5,5,4,5,3,4,4,5
9517,Newhall,IA,Benton,52315,42.000890000000005,-91.97010999999999,1215,Rural,America/Chicago,Waste management officer,0,54,26701.99,Married,Female,No,8.275925,9,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,54.89306,230.1051,5031.554236999999,4,5,4,3,4,3,3,5
9518,Burlington,OK,Alfalfa,73722,36.89878,-98.33856999999999,499,Urban,America/Chicago,Public librarian,4,84,45301.1,Married,Male,No,8.898125,13,1,1,Yes,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Electronic Check,67.10378,182.49,5998.639236999999,5,6,6,2,4,3,4,2
9519,Cal Nev Ari,NV,Clark,89039,35.28794,-114.8799,140,Suburban,America/Los_Angeles,Building control surveyor,2,67,64695.35,Widowed,Female,No,11.790610000000001,13,1,2,No,One year,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,63.72204,162.4713,5507.943409,5,5,5,4,3,3,5,4
9520,Cisco,TX,Eastland,76437,32.39591,-99.02367,5706,Suburban,America/Chicago,Advertising account planner,1,52,18846.68,Widowed,Male,No,11.51417,10,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Credit Card (automatic),66.89695999999999,147.4783,5730.642149,3,4,5,3,4,4,3,3
9521,Orfordville,WI,Rock,53576,42.62422,-89.23484,2275,Suburban,America/Chicago,"Scientist, research (physical sciences)",4,74,29495.88,Widowed,Female,No,6.426418,16,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,71.23043,159.983,6059.960875,3,3,2,4,3,4,3,4
9522,Knoxville,TN,Knox,37915,35.97051,-83.89997,5283,Urban,America/New_York,Writer,0,71,20168.84,Separated,Female,No,11.6179,9,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,60.33663000000001,275.1198,5498.125633,3,2,3,3,4,4,3,3
9523,Saint Joseph,IL,Champaign,61873,40.1378,-88.03922,6519,Rural,America/Chicago,Product/process development scientist,9,76,13088.68,Married,Male,No,7.586747,14,2,1,No,One year,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Credit Card (automatic),59.98562,202.6362,6099.843568,4,4,4,5,2,5,5,4
9524,Fitzgerald,GA,Ben Hill,31750,31.73354,-83.2161,18322,Rural,America/New_York,Brewing technologist,5,55,24408.14,Separated,Male,No,11.717310000000001,13,1,1,No,One year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,67.67761,242.6281,6361.936513000001,5,6,4,2,3,5,5,4
9525,Palo Verde,AZ,Maricopa,85343,33.33911,-112.6892,195,Urban,America/Phoenix,Interpreter,0,27,5062.75,Separated,Male,No,7.117576,17,2,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,Mailed Check,61.507380000000005,149.9915,5447.398068,4,3,4,3,3,5,4,3
9526,Temecula,CA,Riverside,92590,33.4847,-117.2226,4388,Suburban,America/Los_Angeles,"Lecturer, higher education",2,88,81187.28,Divorced,Female,No,6.740530000000001,8,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Mailed Check,45.65226,149.9621,3954.170646,4,4,4,5,3,5,4,3
9527,Montrose,MI,Genesee,48457,43.189440000000005,-83.89565999999999,8140,Urban,America/Detroit,Video editor,3,25,35159.56,Widowed,Male,No,9.592787,14,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Credit Card (automatic),64.68955,197.4945,5949.914693,4,4,3,4,3,3,4,3
9528,Pineola,NC,Avery,28662,36.0215,-81.89909,114,Urban,America/New_York,Sports coach,5,85,11700.78,Divorced,Male,No,6.788860000000001,10,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Credit Card (automatic),61.83306999999999,277.6513,5931.842515,5,5,4,3,4,4,3,3
9529,Twin Lakes,CO,Lake,81251,39.10127,-106.4418,159,Suburban,America/Denver,"Designer, exhibition/display",3,52,20845.37,Divorced,Female,No,9.447473,10,0,0,No,One year,No,No,None,No,No,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),70.36395999999999,127.4586,6136.653635000001,3,3,4,2,5,4,3,4
9530,Bear Lake,PA,Warren,16402,41.95791,-79.46564000000001,901,Rural,America/New_York,"Teacher, special educational needs",3,78,60088.68,Married,Female,No,13.26825,17,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,No,Credit Card (automatic),66.73461,207.6094,5921.501848,4,4,3,4,3,3,6,3
9531,Strasburg,PA,Lancaster,17579,39.95756,-76.17993,6302,Urban,America/New_York,"Doctor, general practice",1,68,26983.6,Never Married,Female,No,10.384360000000001,5,1,2,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,52.38371,214.9663,4670.326557,4,5,4,1,6,2,3,3
9532,Laketown,UT,Rich,84038,41.875820000000004,-111.3177,271,Rural,America/Denver,"Surveyor, planning and development",1,69,35405.96,Divorced,Male,No,13.380370000000001,12,2,0,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,69.60264000000001,142.4713,6412.993801,4,4,3,4,3,4,3,3
9533,Enola,AR,Faulkner,72047,35.22381,-92.21065,843,Rural,America/Chicago,Occupational psychologist,3,55,11203.52,Separated,Male,No,12.915389999999999,13,2,1,No,One year,Yes,No,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Mailed Check,63.75865,117.4858,5623.802264,3,2,4,4,2,4,3,5
9534,Cuyahoga Falls,OH,Summit,44221,41.13962,-81.47655999999999,29154,Rural,America/New_York,Mental health nurse,1,24,10927.09,Divorced,Male,No,5.073443,12,1,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,58.20259,160.0122,5218.302234000001,3,3,2,5,3,4,4,4
9535,Nowata,OK,Nowata,74048,36.69189,-95.65218,6213,Suburban,America/Chicago,Research scientist (life sciences),0,58,58106.82,Separated,Male,No,11.56473,16,0,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),67.95509,130.0244,5878.395211999999,4,4,2,4,4,4,5,5
9536,Laurel,MS,Jones,39440,31.693,-89.14716,20872,Rural,America/Chicago,Regulatory affairs officer,0,46,7563.51,Widowed,Male,No,11.22831,10,0,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,67.6308,187.65599999999998,6139.695302,4,3,3,3,5,2,2,2
9537,Sumava Resorts,IN,Newton,46379,41.16789,-87.44003000000001,134,Rural,America/Chicago,"Editor, commissioning",3,87,27817.23,Separated,Male,No,9.702296,13,0,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,No,No,No,Electronic Check,58.87396,117.4872,5375.881358,3,3,3,4,3,4,3,3
9538,Phillips,NE,Hamilton,68865,40.896440000000005,-98.18593,1015,Rural,America/Chicago,Insurance broker,1,35,26501.33,Widowed,Female,No,11.85362,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Bank Transfer(automatic),56.29659,159.965,4933.193936,4,5,4,3,3,3,4,5
9539,Presque Isle,ME,Aroostook,4769,46.68667,-67.98737,9162,Suburban,America/New_York,Clinical molecular geneticist,1,42,11472.98,Widowed,Nonbinary,No,8.031817,13,1,0,No,One year,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),66.68553,139.9568,5748.620529,3,3,4,4,2,3,3,3
9540,Wauneta,NE,Chase,69045,40.47285,-101.3737,1145,Rural,America/Denver,Higher education lecturer,0,27,21569.07,Widowed,Female,No,9.605943,10,2,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,60.64369,164.9853,5881.611846,5,4,5,4,4,3,3,4
9541,Taylorville,IL,Christian,62568,39.560829999999996,-89.29021999999999,15787,Suburban,America/Chicago,Chartered accountant,1,71,20117.04,Never Married,Male,No,5.811730000000001,14,1,0,No,One year,No,No,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,52.78581,104.9643,4782.774479,5,5,4,3,4,4,4,4
9542,Mahanoy City,PA,Schuylkill,17948,40.840759999999996,-76.11384,4777,Urban,America/New_York,Intelligence analyst,3,56,37849.41,Married,Female,No,7.831325,8,3,0,No,Two Year,No,No,None,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,61.78618,127.4586,5420.694461,4,3,4,5,1,5,5,4
9543,Santa Rosa Beach,FL,Walton,32459,30.36535,-86.18489,15400,Urban,America/Chicago,Dance movement psychotherapist,4,80,102633.9,Never Married,Female,No,10.66271,9,1,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),56.8243,127.4958,4836.771242,5,4,4,3,3,5,4,5
9544,Higginsport,OH,Brown,45131,38.79011,-83.9666,227,Urban,America/New_York,Illustrator,1,63,33126.69,Divorced,Male,Yes,12.27148,9,0,1,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),59.971340000000005,237.6549,6074.154988,3,3,5,3,3,4,3,3
9545,Mc Farland,WI,Dane,53558,43.0037,-89.28276,11866,Urban,America/Chicago,Health and safety inspector,3,80,5307.89,Never Married,Male,No,12.38166,12,3,2,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Bank Transfer(automatic),51.19742,184.9496,5011.2086850000005,5,3,3,4,5,3,3,4
9546,Clark,CO,Routt,80428,40.86099,-106.9608,824,Suburban,America/Denver,"Embryologist, clinical",7,25,84285.17,Never Married,Female,No,8.937648,7,4,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),56.31703,117.4686,5490.224221,3,4,3,3,2,3,4,4
9547,Knoxville,TN,Knox,37916,35.95319,-83.93348,12760,Suburban,America/New_York,Sports coach,3,23,45647.43,Widowed,Nonbinary,No,8.773330999999999,12,0,0,No,Two Year,Yes,No,None,No,Yes,No,No,Yes,Yes,No,No,Yes,Credit Card (automatic),37.50261,137.5165,3406.9342009999996,4,4,2,2,5,3,4,3
